"巨米雨","……两分都是给音乐，其他整个都是nonsense，这种音乐和画面能看到让人觉得男主好吵好烦每个人都好吵好烦也真是本事了。新海诚不会讲故事的缺点暴露无遗，男女主从头到尾没有任何感情铺垫就要死要活拯救世界牺牲自己然后又牺牲世界拯救自己毫无情感点的爱情，我整个人坐在电影院里一脸WTF。新海诚拍拍广告还是可以的，真的不要搞长片了，实在不行花钱雇个编剧吧，从你的名字开始我就觉得把握故事节奏太差了，但是你的名字至少是个完整的东西，这个除了？？？也没什么可以表达了，整片无头无尾无前无后不知道到底要讲什么东西，我一直都在问这故事从哪里来又要到哪里去？两个小时我没有得到任何线索。男主这种干啥都不行只会炸呼呼乱叫还有点暴力倾向的人设的点到底在哪里，各种直男视角的梗和自信真是让人翻出巨大白眼。差得让人难以置信。"
"[已注销]","在极端的写实背景下讲了一个极端扯淡的童话爱情故事，由于整个故事的核心符号仍然没有脱离开新海诚甚至绝大多数你日漫脚本家的高中生（日常）情爱，所以这种混杂远达不到后现代壬，诸如鲍德里亚之类所谓的“超真实”，只是艺术水准脚本质量比较低下而脱离控制而已。（更远没法带给我什么共情了"
"小爱","这是把观众当傻逼啊，这么脑残和漏洞百出的剧情我大概只在恶搞剧里看过。两星全部给美术。看得一肚子火，想骂人。这片子在日本能卖一百亿真是对日本动画业界的侮辱。"
"是什么在","编剧是谁？是个十几岁的小女生吗？把这么好一个题材拍成了过家家……"
"素素素素素丶","城哥下次你还拍成这样，咱就不约了。"
"123","东京沉没迷之三观"
"寒枝雀静","2.5/本该是个会挺喜欢的故事，但叙事的流动性差到超乎想象以至于后半段人物情感彻底中空。恋爱线明明从头到尾都有，但到后半段却仿佛是突然冒出来的一样，可见叙事的重心和人物的情感蓄积之间产生了多大的偏移，可以说是用一种"weathering"的方式把人物本可连绵的状态打碎了。全片磕磕绊绊两小时不及《夜以继日》一个镜头，最后半小时甚至觉得自己应该回去重看《大鱼海棠》。两星半全给一些零零星星的画面想象力与节奏奇佳的剪辑。"
"Mefaker","对不起，侮辱智商，第二颗星给画面"
"E.V.E","新海诚也想用套路捞钱了，连逻辑都抛弃了，画面也真的不好看啊，吃相难看。不好意思，连画面和音乐的分我都不想给，因为真的很普通啊，而且作为一个电影，连故事都讲不好，然后告诉我，你看我画面多漂亮又用吗，那我觉得这和小时代的婚纱影楼画风也没多大区别啊，日本东京霉雨季小清新……婚纱影楼画风？？？？？？"
"二次元屎宅逗逗","恋爱脑真可怕！如果我是在东京生活的人，我一定要雇人打死男主！/栗子🉑️！/香菜本名出演，小学生谈恋爱最好看！/要对kaji黑转粉了，少配点儿傻白甜受多好！"
"致远君","从十分钟开始如坐针毡，除了奇幻设定之外没人任何新海诚的气质。配乐真是一点都不克制，没完没了的煽情把我煽晕了。新海诚下次要是还拍这些，咱就不约了！"
"猫大叔","宫崎骏一生致力于出精品，新海诚明显被资本绑架了"
"虫二","我好久都没看过这么神散形也散的作品了……"
"天青色等烟雨","凌乱的故事线，经不起推敲的糟糕剧情，突然乱入的bgm，再也不会看新海诚的任何作品了！"
"等秋叶","少年，花这钱来电影院洗眼睛怪浪费的。"
"禽兽少感","没有好剧本的新海诚=花瓶"
"瓦力","从“宝可梦”的角度来说就是：“固拉多”怎么可能打得赢“盖欧卡”，晴天队打雨天队根本就是死路一条。哈哈哈哈哈。两星全给画面。"
"今天也喝甜汤了","日本大鱼海棠"
"麻瓜真可悲","氾濫之作，不懂為何如此受到熱烈關注？"
"Onetoo1","剧情：我捡到了一把枪，我以为它是玩具枪，我把它当成护身符，救了我的女友，发现是真枪，好怕怕，丢了。原来女友是曙光女神，会放大的，我们一起放晴天空吧。后来警察找上门，问我和手枪的事，我才不是坏孩子呢，我们一起私奔吧。然后女友牺牲自己，东京由“后天”变晴天。我为了救女友，和警察用枪互指。你们都是坏人，我要救我的女友。三年后，他们幸福的在一起了。一分作画，一分op和ed。"
"时间并不孤单","看光鲜亮丽炫彩夺目的一坨屎。但是再美它也是一坨屎啊。一星给画面配乐"
"琪琪","除了画面美，从剧本到音乐，都不尽如人意呀"
"谜画之塔","开场两分钟就开始如坐针毡，如芒刺背，如鲠在喉。最恶心的一点，就是用“东京原本是片海”来justify男主的自私。所以主角明明可以拯救世界却选择自己苟活，请问这种人凭什么当主角？放在任何主流好莱坞电影，他们都只会是不起眼的背景板人物。然后有人说他们是“少年”所以会为了爱不顾一切。呵呵，请问这所谓的“爱”是什么东西？青春期荷尔蒙爆棚满脑子情爱，很值得赞美和歌颂吗？主角不是英雄，而是凡夫俗子。这种设定拍到很多人心坎上去了。因为大多数人都做不了英雄。只要能和情人相伴，旁人的死活，又与你何干呢？对吧？"
"找到桐原亮司","如果说这是RADWIMPS的MV，我愿意给五颗星，让人起鸡皮疙瘩的部分全在预告片里了……"
"XxYy","其实如果隔壁坐着两个相亲相爱的直男，新海诚专属的氛围一下子就有了。自我感觉我全程冷漠脸吧，就，燃不起来啊。。心理活动，可能只有小雨变成肥雨的那个镜头，活动了一下。"
"i Pray","非常的一般，我能说反而没你的名字好看吗，故事怪怪的"
"注水龙","新海诚拥抱商业市场的第二作。《你的名字。》的巨大成功，这部也格外引人注目。但他却让人失望了。故事模式复制君名，为了不让故事成为轻小说，而选了一种不落俗套却又三观不正的方式来呈现。新海诚在其中注入了一些文学桥段，其一是《麦田里的守望者》，其二便是三年的大雨（《百年孤独》）。我相信新海诚花了点心思在其中。但这糟糕的剧情让人摸不着头脑，东方仗助警官也是傻缺一个，而这爱情戏码也是属于为了骗骗没谈过恋爱的中学生设计的。有人说这是一则童话，我反正没见过这样的结局：男主角为了老婆坑害了世界，最后连老婆去哪里了也不知道——这能是正常编剧写出来的故事？"
"然后","光靠画面可不能当饭吃啊！既没有找到当年意识流的感觉也没有你的名字的商业化叙事。最后又回到了女孩牺牲男孩拯救的套路。这个故事新海诚已经讲了好多遍了啊喂……"
"井颯","新海诚到这把年纪了内心依然住着一个女高中生不知道该说是恶心还是可贵以及明明是动画不太懂大全景平摇为什么要模拟镜头畸变的效果"
"猪肉教","是冲着新海诚的名字去看的，毕竟两年前看君名的时候有被惊艳到。但是天气之子水准真的太差了。男主入职之前我都不知道这电影究竟要讲什么内容，在电影院看的昏昏欲睡直到被音乐炸醒。主线剧情讲述的过于混乱，核心剧情不够吸引人，逻辑上不能自圆其说。支线如男主离家出走前因后果交代不足。整部电影除了画面和音乐，其余部分bug众多，花钱看了一部这样的电影，觉得很难受。"
"洗狗","草率的剧情和完美的雨"
"Sherlock","还是老问题，要把所有大的小的好的坏的抽象的概念和丰富的事件、体验种种强行塞进一个未成年的以性吸引力为最优先的“功能性”女性身上而展开叙事，从根上就错了。Myopinion:TheJapanesemakeeverythingpornographic."
"李子王","日本动画片我很喜欢，剧场版目前99%都是垃圾，单独的电影动画也是垃圾，比不上国产，日本剧场版除了圣斗士（无脑热血即可），EVE三部曲，攻壳机动队能稍微记起一些，还算不错，其他的真是要多垃圾有多垃圾，看了就忘，我现在基本不看剧场版，也许主要是被柯南搞怕了，看的瞌睡流。天气之子现场状况25岁以上观众看就是尬的感觉，20岁以下的小年轻都笑了，10岁以下的直接大声发问他们不会摔死吗？引爆全场爆笑（和年少你一样）三个群体都不喜欢，不知道你是不是喜欢他的第四群体？"
"汤米","无聊到爆，啥么鬼，手枪太尬，男主太弱，剧情太谜，画面太美"
"夜帝不熬夜","就算大雨让这座城市淹掉，我也要跟你一起到老？一点都没有社会主义觉悟。。。"
"HEXE","我已经不吃商业漫的这种套路了最烦这种所谓的“爱情”你懂个p的爱，我懂个p的爱你演个几把我看个几把不过比较爽的是，男主一直被揍这件事不知天高地厚的小屁孩就是缺少社会的毒打"
"杀猪大娘","新海诚是中二之王但又十分可爱"
"peter","一坨美丽的屎"
"半弦月","生活中随波逐流。所以，即使是一点点阳光，哪怕为社会不齿，哪怕改变不了这个城市，也值得，为之奋斗"
"咖    啡","婧婧说拽着多累啊为什么不用手铐拷着多方便。"
"我爱天天改需求","一个莫名其妙的男孩，莫名其妙地非要离家出走，莫名其妙地捡了一把枪，莫名其妙地捡了个姑娘，莫名其妙地被警察通缉，莫名其妙地从警察局逃了出来，最终又莫名其妙地让东京下了三年雨，看的我也很莫名其妙"
".","阳菜是100%的晴天女孩，同是也是天空献祭者，她的存在会导致世界的天气紊乱，夏天下雪，暴雨不止。她与这片天空相连，知道命运的她选择献祭让天空恢复正常。帆高非常喜欢阳菜，他认为阳菜消失是自己的责任。所以在经历了逃出警局、拿枪支威胁警察后向神明祈祷，去拯救阳菜。阳菜被救了回来，天空就再也没有出现过晴天。帆高在经过三年的日常行动观察后，找到了阳菜并与她幸福的在一起了。而日本呢，因为连着下了三年的暴雨，也被淹的差不多了。"
"鱼🌧️","为了旬君和新海诚去的，没想到结尾就那样戛然而止，emmm导演，这样讲故事的话会逐渐变得没人气哦，而且bgm有首歌和《穿越时空的少女》的bgm高潮部分一样的旋律，真的是！但凡..."
"麦","？"
"dilidilidi","我在看之前已经看过大量差评降低自己的心理预期，果然，还是不行"
"嚣张鱼","内核和大鱼海棠类似，我不认可这种嫁接在别人痛苦之上的感情，虽然最后一直在极力掰这种选择的天意，但是一开始就是因为小女孩的欲望而下雨，最后却是个美满结局。我可以赞赏他们的勇气，却不能推崇。"
"醉书","这个年龄的我看的极其尴尬，还是适合十八岁少年看哪，是我老了，是我输了"
"从我眼前消失","前半段心里想着君名，中段眼前一亮心想来了来了那个男人他回来了，后半段直接打出问号接着想君名。从秒五到现在，一步步走来，这杂乱不堪毫无意义的剧本再也不能用画面应付了事了。新海诚的作画无需评星，2分不及格全在剧本。突如其来的尬燃，无法代入的眼泪，一个很简单的故事线拍成这样，跌下神坛。"
"风起云儿","实在是称不起新一代宫崎骏，剧情太糟糕，"
"Stark","当我知道男主为了一道光离家出走的时候感觉前面的剧情真的都是笑话，新海诚求求你下次还是给自己请个编剧吧"
"鮎喰響","新海诚还是请个脚本家来吧…"
"[已注销]","现原形。这篇算是一个侧面印证了你的名字剧本是东宝集体作业。轻小说里都13流的起承转合，粗鄙。宫崎骏再多活跃几年吧，新海诚扛不起大旗还得再磨练几年。"
"毋忘离别绪","水漫东京，这操作真的可怕。。。一星给那只从瘦到胖的小黑猫。我玩了大半场手机，想着再也找不回当年看言叶时的惊喜感了。"
"昂篙","？？？"
"寺。","中后段某场戏开始，我旁边的成年男性在哭，同事旁边的成年男子也在哭，我脑子里全是问号。。。电影终于结束了，幸好同事也觉得很难看，再也不想看新海诚了。。。真的体会到京阿尼对日本动画是多么宝贵的存在OTL"
"wuuuuuuuu","不行我已经老了"
"木石子","一个简单的爱情故事，你把它讲完不就行了，非得加入《无人知晓》、热血动画，搞得又臭又长，观众看的也又累又困。等到最后，你就是再怎么配乐煽情，也煽不起来了！"
"吖Soul","不咋行"
"小宇","世界毁灭都要爱！"
"南风的言溪","套路，乏味"
"北海道 花系","爱情观无法苟同，大概已经过了那种“爱情大过天”的年龄。实在不能理解那种“只要我们能在一起，哪怕连续发大水也没关系”这种感情观。逻辑也实在太差了。比起《你的名字》差了不止一星半点。格局太小，主角太中二了。"
"东坡撞南墙","天气之子绝对是我今年目前为止看到，最难看，最尴尬，最生硬，最自恋，最破碎的电影。"
"疯狂沉船","新海诚：我为了我的CP能HE什么事都干的出来！好吧...那你开心就好"
"峰林Ivan","主角没有配角出彩的时候，那一定是编剧出了问题。"
"小浣熊","没有逻辑是最大的问题。帆高到底为什么离家出走啊？？？陽菜为什么要拥有晴女的能力？和其它剧情一点因果关系都没有？总之看得一脸懵逼。。。最后结尾曲的时候，坐在旁边的樱花妹号哭。。。我、内心、缓缓升起了「？？？」"
"非凡","15/16岁的孩子，为了自己的爱情，不惜把东京淹了………"
"阿莱夫","诚哥跌落神坛的一作，我实在是看不懂。不给一星，期待一下能不能突破。"
"茅十八","好差……以往的含蓄内敛都不见了诚哥。走上了不归路"
"擦亮星星的人","在中小学生及宅男群的影院里，异常突兀的我们，个别短落爆发的笑声，莫名觉得奇妙。"
"Joywhen","シュールな世界でも、为了爱义无反顾。加油，所有造梦的动画人们。加油，我还想继续看到这样美好的、即便不那么动人的世界。"
"V_Vbear","难看，剧情很迷，只有画面精致这一个优点，非常讨厌男主，为了你宁愿牺牲全世界这种青春恋爱主题真的没劲透了"
"水沝淼㵘","一个莫明奇妙离家出走的16岁少年？遇到一个死了老婆而且女儿还得哮喘的落魄码字大叔？然后遇到一个妈妈都去世一年的天天打工养弟弟的15岁少女？她爸呢？然后一个柔软无力只会祈祷的少女撞翻了趴在少年身上的成年警察？整个警察局的警察就让一个毫无“武力值”的少年跑了？一个可以跑4、5小时马拉松不带停不补水的无限体力少年？怎么练的？然后他们从第几个大气层回来没冻死窒息的？三年下雨植物无法光合作用请问吃什么活下去的？作者46岁了？还这浓浓的男性言情思维？画风拉到3星，但故事接受不能，不好意思，打扰了。总结：画风强硬，故事弱尬"
"佐紀","毫无波澜"
"呢喃","失望，莫名其妙。初中生惊天动地的爱情故事。野心很大，完成不了。"
"不注销","好烂……好矫情……"
"马拓","太失望了，华丽的无脑狗血大片～💁🏻♀️"
"abracadabra","这又是什么只要我们相爱，全世界都可以灭亡的傻逼爱情观啊"
"芋圆","剧情真的太狗屎了吧而且男主怎么那么让人讨厌啊"
"花落花开自有时","这编剧是琼瑶吧。只是淹没了东京而已，可男主失去的却是爱情啊。沿着铁轨为爱狂奔的桥段国产偶像剧都已经不用了。回过头看看《大鱼海棠》真香。画面一般。配乐差评。别再拿青少年审美当挡箭牌。也不是所有青少年都如此俗辣。"
"不散，不见","《天气之子》:不是很喜欢这一部，感觉与电影格格不入，我看到了新海诚的“野心”想把故事变得新颖，但落入俗套。真的不好意思，我觉得《我的名字》真是题材讨巧。这一部太多元素了，犯罪？爱情？男女主都是被埋没的人？这种设定真的让人无语，爱情没拍好就算了，全片也就场景不错。（预订我的年度烂片）"
"已巨销","是哪个砍脑壳的说好看？得亏几首插曲还行"
"Maxint删国掩疫","怪我脱粉晚了"
"邵禹升","新海诚啊新海诚，对你的失望，是落差巨大的失望。真的不知道说什么……"
"圈物","我瞎了"
"　jailbird","诚哥就是酸。东京又毁了。少女啊爱情啊可以颠覆东京。配乐画面共两星。片尾无聊到在想怎么把雨能利用起来发电……现在开始天晴！"
"则安之","只能给一星，中间我睡着了，没头没尾得故事，虚晃的爱情，人物没逻辑的，感觉全世界都进了警局，不知道想表达什么"
"dustill","新海诚的问题应该是一切其他人物与剧情要素全部为男女主服务，然后男女主再为画面服务。以前还能兜住是因为全片里就那么几个人物，所以前面半截所造成的问题就没那么明显，结果这次配角实在太多了，一压下来这俩主角哪撑得住啊……短评里那条“日本警察应该集体抗议这片”说得真是太对了。"
"Clucy","(20191102)又中二又无聊，除了新海诚标志性的画风和优秀的配乐调度外，真的很烂，中途一度差点睡着。"
"꧁☞蹦迪头子♪꧂","诚哥别砸招牌了，情绪渲染不到位就别插bgm了，商业片模板学一学柯南吧，尴尬死了，不如你重置一下言叶之庭我还会去电影院看的"
"云城","日本男版《新白蛇传》，为了爱情水淹东京都，剧情弱智到一塌糊涂，从高中生到成年人都像幼儿园小孩在玩过家家，逻辑崩塌的渣都不剩，再好看的画面也扛不住阵阵困意侵袭，两星献给今年在电影院的第一次美梦"
"Winston","堆砌而莫名其妙，看完觉得浪费时间"
"给它写信的虎狗","一上来就叙事节奏很乱，走马灯式表现男主初来乍到不易，然后捡到枪？，然后遇到女主，人生中最好吃的一顿是麦当当，真实，然后遇到男二，感觉自己找到了一个小归宿，这一套下来平铺直叙，让人无法共情，感受不到那种生活不易，更像是日常。接下来第一次开枪的剧情？很生硬，很强行，无语至极。接下来一段快乐美好的生活穿插男配以及神话故事的晴女工作日常，稀疏平常，空洞，只有画拨云见日的景色和各种烟花凸显，再次无法共情，而且我觉得画都没有以前好看了。然后高潮简直剧情滑铁卢，莫名其妙下雪，消失，警局追逐，日剧跑，男二阻止又神经病反警，二次开枪。满头问号，最后日漫式新世界拉手旋转回归。可以再矫情一点吗。设定非常空洞，全都是为了矫情铺垫，可能这就是年轻人的所谓真挚情感吧。"
"乍暖","5/10。观点在长评里。我误入下雨的马孔多，却只是冷漠的旁观者。"
"远古飞行员","特别难看，画面确实美，但是有些动作（画面）设计的非常做作，白眼都翻到天上去了！中途睡着了好几次，什么乱七八糟的？"
"石狩川","每每都是金玉其外"
"popcorn","不敢相信看了个啥！什么都有一点但又什么都表达不清，我只想说在积水轨道上跑步会触电的。东京人民就因为两个初中生失去了晴天。tcl"
"开心麻花","2.5用音乐冲情绪太不浪漫了，如果新海诚继续这种节奏，那么观影心理就变成：等待放歌-终于放了-等待下次放歌！云上空间还比较有意思，不如在下坠时一起消失。"
"咩咩超开心","十六岁少年和十五岁少女的爱情故事，为了他两的早恋，一个城市算什么？社会秩序算什么？城市里生活的几百万人口算什么？恋爱脑电影，无法接受。"
"找钱人","两分给的是画面和晴女作为职业去挣钱那个点，剩下的所有都让人烦感，然后就是女主莫名其妙成为晴女，老天爷为了干掉女主就一直下雨，必着女主去死，结果呢，男主说救回来就救回来了，新海诚沉浸在自己的世界太久了，有点疯了。我相信很多人看到三观不正是男主进入天空世界以后，大喊，只要能见到女主，世界什么样都无所谓，失去一切都无所谓，天天下雨都无所谓，然后音乐起来了，16岁，离家出走，谁都不管，不顾及家人的担心，为了只认识不久的一个女孩就要献出生命，这是电影该表达的三观么？女主没有做错，她不应该被活祭，这是另一个问题，只能说新海诚本身就想表达的有点像道家的天地不仁的意思，可是他能力不够，硬是加了一个晴女的内核，但是又怕人说她三观不正，就硬扯到大自然规律，我靠，这不是当了婊子又立牌坊么，有本事别拿这种玄乎的东西"
"筱桑","2.5。看了还挺想再去东京的，画面没得挑。"
"IamAZ","编剧一言难尽。城市的细雨与漫天樱花，召之即来的眼泪与不停歇的奔跑，就是新海诚世界里勇敢的爱情哈"
"忍者神瓜","啥破玩意儿。。。。。鼓吹暴力袭警逃学的毁三观的片子"
"连城易脆","最后的结尾真的是让我黑人问号脸，观众也都笑场了，倘若可以发弹幕，真的会是满屏幕的？？？？？？？？因为故事实在是太扯淡了！你虚构架空也要遵循最基本的逻辑吧？就算警察制服不了16岁的小朋友，但是如此神奇的事情政府居然没有任何干预，也太夸张了。另外“只要我们能在一起，哪管你洪水滔天”的爱情观也是让人惊呆了！让我想起类似的《大鱼海棠》，价值观也是被各种吐口水，总结下来真的就是【画面无与伦比的美，故事无与伦比的扯】，情节也是过于简单，日本有所谓的轻小说，新海诚算是开创了一种新电影——轻电影。新海诚根本接不了宫崎骏的班，最后居然小栗旬和花泽香菜有参与配音哇。"
"我妲己很牛逼","太幼稚了"
"当时明月在","日版大鱼海棠"
"祝你早安","新海城缺一个能力强的、三观正的编剧oh不！应该给所有从事影视行业的人说：好故事永远都是最重要的，如果做不到这点的话，画面再好、技术再🐮，观众进去就只会睡觉或提前离场！"
"lea","新海诚的动画片都是侮辱智商...."
"梦沉雨夜","困。。。。。。。"
"瓦尔登山去","新海诚还行不行？讲了个“就算大雨让这座城市颠倒，我也要给你怀抱…”的故事？😶"
"柯里昂","君名是巅峰，“诚”不我欺。"
"cawa","從主題、劇本、節奏到畫風無一不討厭，少有的「第一次看導演作品就想放棄他」。"
"郭老师的b茅","你的名字是救女友同时拯救全村人民，这个是救女友顺便把东京变成威尼斯？？？"
"时间之葬","壁纸大湿新海诚其实一直没有走出相信韩剧的年纪，而这一次连壁纸都没有了往日的惊艳感。另外，天空下坠那一幕，总觉得是在看《天空之城》的海报"
"分藤四郎","说真的，搞不懂为什么有这么多人吹新海诚，除了画面真的很普通好吗，君名还行，天气之子的剧情真的很弱智诶。画面再好看，剧情不好有什么用，喜欢看画面不如直接去看纪录片好咯。反正新海诚就是剧情不足画面来凑。男主真的超级中二，脸不要太大了好吗。我们改变了世界，对对你们真的很牛批诶。感情戏完全不能产生共鸣，还不如人小学生谈恋爱好看。5.5分，5分都给女主弟弟。"
"KLY","19/7/2019@TOHOシネマズ新宿。君名奇蹟般的成功，感覺令誠哥在創作方面帶來不少負面的影響...這次劇本除了有很多君名的既視感外，劇情也充滿太多硬傷(那把手槍的出現是為了ending那場戲而塞進去吧？？)，男主角各種行為看得我一臉尷尬....全片配音最差的絕對是本田翼無誤。"
"托尼·王大拿","过分精致的画面与极度囫囵的故事真是蹩脚的搭配，这类“不管能不能感动观众先把自己感动个昏天黑地再说”的设定着实一言难尽..."
"xxhhcc","想拍成<辉夜姬>，但依然只是<你的名字。>...."
"库索","新海诚疯了！"
"花未名","幼稚，没有逻辑"
"玖羽","看在制作精良的份上，两星不能再多。剧情太虚了…就是个短片的剧情，用尬到不行的都合和煽情硬抻成剧场版，我感觉我看了两个小时东京街景"
"应用层协议","不是，这玩意不就是东京版《大鱼海棠》？电车、下雨、MV，全是那老几样，还是加量大放送，有完没完啊诚哥？破楼那段马景涛咆哮体，然后MV一起，歪日。。。兴许那段能煽哭不少妹子，而我看了就一个感受：沃的天嘞~~~话说日本的老天爷啥意思？非得上供个未成年少女才愿意收雨？这不跟我们这边各路大仙小鬼要吃童男童女一个德行么？"
"乌鸦火堂","跟朋友一块看，看完她说，画面挺好的，但故事不是很理解，很迷很迷。是的，我也这样认为的。"
"redhousepainter","尴尬指数五星，矫情指数五星，手枪这个道具没看懂，三年后两人相逢没看懂，有画面加成的插曲也远不及没有画面的なでもない，这片子的企划案能通过也可见新海诚的话语权有多大。说到底这不就是苏打绿小情歌的超级动画mv嘛。"
"chan","平庸，新海诚就是平庸的代名词，太垃圾了"
"blacktea","台词尬，插入曲吵，镜头切得烂，核心冲突莫名。唯一触动点：もう二度と晴れなくたっていい！青空よりも、俺はOOがいい！天気なんて、狂ったままでいいんだ！"
"伯樵·阿苏勒","实在很难领会……阳菜就是白素贞，东京秒变威尼斯……不过感觉新海诚去拍H漫肯定好看！"
"🐒","剧情逻辑混乱，很迷"
"科林","一如既往的罗曼蒂克，似曾相识的老调重弹。"
"sou11","「你的名字」让我以为新海诚终于把握了拍商业片的诀窍，结果这次又回去了。妹妹头小学生大概是唯一亮点吧，现在的小学生真的很强"
"柠檬子","我是给君名打了5星的，看之前和我朋友拍胸脯说这导演拍的动画片很好看的信我，看完后我气的连话都没说出来，饭都吃不下，变得非常愤怒💢我认真的怀疑了君名到底是不是新海诚拍出来的电影。这部不仅仅是中二了，是逻辑狗屁不通，矫情造作到脱离尘世无病呻吟，扭曲现实，少年们懵懂的爱情没处理到让人觉得美好，而是那种“我们真爱，你们所有人被淹死好啦，关我们屁事咧？”我大型迷惑现场！！！两颗星给画面和音乐。"
"任原","品味太糟糕了。OST强暴我的听觉。无病呻吟的角色，言之无物的剧情，节奏失控的叙事，新海诚的绝佳对位其实是郭敬明，两位或许能在未来合作，这样能少糟蹋一些剧本。"
"IVancy","很失望，白冻了两个小时"
"孤筏重洋","191103.★★☆.俗不可耐.恶不容诛.再见新海诚"
"晨巍","年轻人的爱情是好美好。用警察和枪作为男主的阻碍，还是太偷懒了。对另一个世界的刻画铺垫好少，只用了5分钟老爷爷的描述强行解释，还是挺失望的"
"苏小妹","我以为是个悲剧，原来是个慢悠悠的喜剧，结果还是一个悲剧，节奏太慢了。"
"尴尬癌晚期","不知道在讲什么，情感也很牵强，跟你的名字没法比"
"eiaiisland","蛮无趣的"
"姜汁酱泡椒饼","音乐已经没有在君名里面听到的那种新意感了画面的话依旧精美但已经厌了就像在看高清壁纸在滑动这个少男少女的爱情故事。。。女高中生和男高中生已经被定式了吗？新海诚在采访里说他最喜欢女高中生那个年纪就是什么什么充满干劲奋不顾身啥的他所有的女高中生感觉都一样男高中生也一样这对男女和那对男女有什么区别呢其实故事还行跌宕起伏也不简单但人物塑造的一塌糊涂反正没有任何人物性格糖水的一腿没有办法引起我和主角的共情导致这个电影看得没有任何滋味有君名在前音乐也还是那个调调画面也还是那个样子"
"SYUKAKA","低幼。8.11@香港百老汇电影中心"
"石章鱼一生推","不好看，颠覆三观"
"法彤","呃……有钱在各大车站投放广告……请找个好一点的编剧叭，谢谢"
"sibyl","新海诚疯了么"
"举身赴清池","包装精美的垃圾"
"黯黠","19年去電影院看的片子好像都沒咋標記過其實沒啥印象了,只記得跟你的名字比起來差遠了..."
"叶子叶子","是一部很好睡的电影了。"
"有病得治","只有画面和插曲来撑…剧情完全没有代入感，中二之子…………"
"Shaw_喆宇","视听不错，是新海诚一贯的风格，但故事就……元素太多，前面纯爱部分还不错，后面元素太多太混乱……"
"齐马蓝","剧本好差。"
